Sqft_Living,Bedrooms,Bathrooms,Floors,Pincode,Sale_Price (₹),Year_Sold,Month_Sold,Quarter_Sold,Age_of_Property,YoY_Price_Change (%),Demand_Index,Event_Occurred,Inflation_Rate (%),GDP_Growth (%),Season,Years_Since_Event,Development_Project_Proximity
1658,5,3,2,627001,11101294,2015,2,1,15,7.02,71,No,3.8,7.32,Winter,0,3.2
1718,1,1,1,636001,12698597,2016,5,2,23,6.08,83,No,4.9,6.71,Summer,5,5.0
900,3,3,1,620001,11557286,2010,7,3,22,3.5,75,No,3.94,6.39,Monsoon,1,4.8
1139,3,2,2,625001,8811303,2021,8,3,31,5.94,74,No,5.03,7.64,Monsoon,2,0.5
959,5,3,2,627001,8279947,2011,3,1,9,5.26,74,Yes,4.16,6.73,Summer,3,4.1
1454,4,2,2,600001,12364532,2021,1,1,24,6.87,98,No,4.08,6.39,Winter,1,2.1
969,1,3,1,641001,12192397,2013,7,3,23,4.05,88,No,4.5,6.73,Monsoon,9,0.8
1545,5,1,1,641001,11559531,2022,5,2,26,5.27,88,Yes,4.98,6.43,Summer,6,1.8
2193,2,3,1,641001,3300406,2017,5,2,36,3.78,75,No,4.86,7.04,Summer,9,1.9
2585,2,2,1,625001,3517961,2020,7,3,38,7.79,97,No,4.11,7.34,Monsoon,0,2.9
2777,1,2,1,600001,4035598,2022,1,1,32,6.89,95,No,5.73,7.6,Winter,2,3.5
1062,4,3,2,627001,5511902,2023,8,3,26,6.68,98,No,3.77,6.46,Monsoon,1,3.9
2985,5,2,2,627001,10169158,2019,12,4,13,6.45,79,No,3.6,6.33,Winter,8,1.6
2299,3,2,2,641001,6640377,2015,10,4,33,5.12,92,Yes,5.01,6.04,Festival,7,1.9
2574,1,1,1,600001,3163944,2010,5,2,5,7.62,83,Yes,3.81,6.46,Summer,2,1.9
725,4,3,1,600001,13984713,2019,8,3,25,3.36,86,Yes,4.76,6.05,Monsoon,4,2.1
1297,3,3,1,600001,6022345,2014,10,4,24,7.02,99,Yes,5.88,6.69,Festival,2,5.0
2831,2,3,2,620001,14079151,2016,10,4,26,4.08,72,Yes,5.25,6.29,Festival,5,4.0
1459,2,2,1,620001,5969852,2022,5,2,15,4.62,97,No,5.04,7.16,Summer,4,4.9
2004,3,3,1,641001,10950630,2015,12,4,6,5.6,70,No,4.94,6.77,Winter,1,3.6
952,1,3,2,600001,8724827,2022,7,3,15,6.91,79,No,3.95,6.19,Monsoon,9,2.3
1315,2,1,1,636001,9800541,2022,10,4,18,7.19,72,No,4.58,6.8,Festival,7,2.3
1158,5,1,2,600001,7756004,2021,3,1,22,5.92,74,No,4.36,6.42,Summer,5,2.7
1046,3,1,1,627001,4358454,2018,2,1,11,5.02,94,No,5.88,7.36,Winter,2,2.4
1715,3,2,1,627001,10689969,2017,6,2,13,7.73,88,No,4.11,6.73,Monsoon,0,4.2
516,2,3,2,641001,6871018,2013,5,2,23,4.23,79,No,4.68,6.29,Summer,4,2.6
1743,1,1,2,636001,12459412,2022,9,3,24,7.02,99,No,5.85,6.7,Festival,1,1.8
2705,5,1,2,600001,9412083,2020,10,4,13,6.06,95,No,5.47,6.45,Festival,1,4.0
1569,1,1,2,636001,13825828,2021,4,2,41,4.88,94,No,5.91,7.59,Summer,8,4.3
2646,4,3,2,641001,10875639,2014,11,4,8,3.01,85,No,5.02,7.97,Festival,9,2.4
2268,4,3,2,627001,13492235,2016,3,1,32,5.23,70,No,4.33,6.05,Summer,6,3.5
1560,2,3,1,627001,14486958,2017,9,3,28,4.38,75,Yes,5.57,7.38,Festival,5,0.8
2827,2,2,1,620001,8010281,2014,8,3,25,3.52,78,No,4.23,6.53,Monsoon,0,2.9
801,2,2,2,641001,10698812,2018,6,2,25,3.38,97,Yes,3.91,6.13,Monsoon,9,0.7
680,4,1,1,641001,9807643,2023,1,1,42,4.74,74,No,5.27,6.03,Winter,1,0.6
1106,1,3,2,600001,8210558,2019,10,4,36,6.07,96,No,5.1,7.76,Festival,6,3.3
1199,1,1,1,600001,8959996,2021,12,4,40,7.19,83,No,5.7,6.71,Winter,2,1.9
1492,2,3,2,620001,14966251,2013,11,4,16,3.92,79,Yes,5.9,7.99,Festival,1,3.8
1639,5,3,1,625001,5389911,2013,1,1,21,5.12,71,Yes,5.64,6.88,Winter,5,4.5
690,1,3,1,636001,11140210,2022,12,4,24,4.96,74,No,3.65,6.38,Winter,7,1.1
2800,4,2,1,625001,4726681,2017,6,2,33,5.57,70,No,5.16,7.55,Monsoon,7,3.8
1480,3,2,1,625001,9554845,2010,3,1,11,7.05,94,No,5.46,7.85,Summer,1,2.8
2506,3,3,1,641001,3117408,2017,3,1,36,5.77,79,No,5.95,7.63,Summer,5,1.0
1684,3,1,2,636001,3636431,2014,6,2,24,7.23,98,Yes,4.44,7.49,Monsoon,4,3.4
627,5,3,2,641001,6435504,2022,3,1,13,5.59,95,Yes,3.92,6.67,Summer,6,3.2
2565,2,3,2,636001,12187896,2023,11,4,14,6.02,94,No,5.63,6.13,Festival,3,2.8
2316,4,1,1,627001,4236541,2020,10,4,15,5.19,91,Yes,4.29,6.4,Festival,1,4.7
2258,5,3,2,641001,5036721,2010,6,2,13,7.12,96,Yes,5.0,6.89,Monsoon,9,2.8
1069,4,1,1,641001,13029521,2013,5,2,4,7.62,78,No,4.47,7.91,Summer,2,5.0
1846,4,2,1,641001,9087494,2011,4,2,26,6.2,99,No,4.51,7.45,Summer,8,2.8
2395,2,2,1,620001,9163185,2013,8,3,11,7.1,72,No,5.33,7.66,Monsoon,9,1.0
1125,3,1,2,641001,11706406,2017,2,1,10,3.3,84,Yes,4.4,6.55,Winter,7,2.6
2186,2,2,1,600001,12639830,2014,12,4,25,7.53,73,No,5.23,7.37,Winter,8,1.3
654,5,2,2,600001,11879391,2010,11,4,9,3.94,82,Yes,3.54,7.72,Festival,4,3.2
1909,5,1,2,636001,8036117,2016,7,3,14,4.28,75,No,4.31,6.96,Monsoon,4,3.6
1284,5,2,1,627001,4107177,2010,4,2,14,3.27,89,No,4.3,6.86,Summer,6,2.6
745,2,3,1,620001,12175404,2018,2,1,17,7.83,86,Yes,5.37,7.44,Winter,6,0.9
2000,4,3,2,636001,8408520,2012,7,3,22,7.26,92,Yes,4.29,7.12,Monsoon,0,2.6
2205,4,1,2,600001,7659014,2021,1,1,23,7.57,74,Yes,5.08,7.99,Winter,4,0.9
1037,1,2,2,620001,11070024,2012,4,2,16,7.24,99,Yes,5.22,6.85,Summer,7,3.6
2390,5,3,2,620001,8512460,2015,9,3,12,5.4,84,Yes,5.15,6.35,Festival,6,4.1
2341,4,3,2,627001,6494585,2019,4,2,36,7.62,77,Yes,5.01,6.94,Summer,1,4.8
1420,1,2,2,620001,4992834,2015,12,4,10,7.85,94,No,4.53,6.47,Winter,7,1.2
2955,4,2,1,641001,8306175,2022,3,1,19,5.51,74,Yes,4.43,7.12,Summer,1,2.9
1024,5,3,2,620001,8648734,2020,10,4,15,3.88,93,Yes,4.91,6.25,Festival,9,3.1
2029,3,3,2,627001,8194914,2020,10,4,27,6.29,82,No,3.66,7.9,Festival,0,4.7
535,5,1,2,636001,7716302,2015,2,1,9,7.88,70,Yes,5.69,7.72,Winter,2,3.3
1184,2,1,2,627001,5473055,2022,3,1,23,7.36,70,Yes,5.56,6.31,Summer,2,1.2
519,4,3,1,627001,4327877,2010,1,1,27,7.31,76,No,4.37,6.34,Winter,5,2.5
2868,4,1,1,600001,10516669,2014,10,4,7,7.67,91,No,4.92,7.02,Festival,2,3.4
899,2,3,2,641001,10016812,2021,8,3,28,7.47,74,No,5.83,7.55,Monsoon,6,3.7
1471,2,3,2,600001,5687328,2015,1,1,10,6.88,83,Yes,4.18,6.44,Winter,7,4.4
2406,3,1,2,636001,9478623,2017,3,1,34,6.59,84,No,5.36,6.12,Summer,2,1.3
1666,4,1,1,625001,4899955,2022,3,1,37,4.32,90,Yes,3.71,7.09,Summer,8,4.8
1615,4,2,1,636001,13294496,2010,2,1,1,6.11,99,No,4.81,7.38,Winter,0,0.8
1333,3,2,1,641001,7198811,2014,5,2,26,5.61,94,Yes,5.71,6.49,Summer,2,4.9
2323,1,2,1,620001,9132446,2012,10,4,12,7.31,86,No,4.88,7.48,Festival,2,4.4
2482,3,3,1,627001,3672225,2011,3,1,20,5.46,93,No,5.04,7.9,Summer,6,3.5
1353,5,1,1,625001,6510463,2020,3,1,12,3.64,87,No,5.77,6.27,Summer,4,3.8
550,4,3,2,641001,12828942,2017,8,3,12,3.02,76,Yes,5.29,7.02,Monsoon,3,0.8
1074,2,1,1,600001,13512973,2016,4,2,7,6.39,91,Yes,5.24,6.11,Summer,1,0.7
1648,5,3,1,627001,6070610,2019,4,2,32,5.75,95,No,4.97,6.41,Summer,6,1.0
2697,4,2,2,636001,14591786,2016,3,1,13,4.65,87,No,5.08,6.18,Summer,2,0.9
2861,3,2,1,600001,11786301,2014,11,4,31,3.84,97,No,5.51,6.81,Festival,6,3.0
2852,5,2,2,641001,6732238,2021,1,1,15,5.33,98,No,5.95,7.64,Winter,9,1.5
2215,4,3,1,641001,4972613,2022,8,3,17,3.5,88,Yes,5.49,7.15,Monsoon,6,4.4
1181,1,1,2,636001,11306931,2018,1,1,14,4.68,89,No,5.27,6.45,Winter,1,2.5
1337,1,1,2,625001,14004488,2014,7,3,10,4.9,76,No,3.84,6.08,Monsoon,6,3.6
1577,2,2,2,636001,14547091,2011,5,2,27,5.33,77,Yes,5.54,7.11,Summer,5,3.4
2991,4,2,2,620001,6335705,2012,4,2,27,5.33,82,Yes,5.34,6.27,Summer,9,1.9
2811,1,2,2,600001,8412049,2013,4,2,29,4.29,96,No,5.43,6.69,Summer,3,1.6
2095,3,2,1,625001,4344091,2014,8,3,16,7.25,87,No,4.08,7.02,Monsoon,4,2.0
504,4,1,1,627001,3404470,2022,11,4,16,4.78,93,Yes,5.76,7.81,Festival,7,4.1
1626,3,3,2,620001,7329394,2012,11,4,25,4.15,80,Yes,3.74,6.16,Festival,4,3.1
1719,3,3,2,625001,3791624,2021,6,2,33,3.88,78,No,4.13,7.34,Monsoon,2,1.6
1273,1,3,2,600001,10079903,2023,12,4,29,4.61,92,Yes,5.16,6.03,Winter,1,4.2
1376,4,3,1,641001,8088890,2016,1,1,33,3.34,70,Yes,5.18,7.26,Winter,5,0.7
1491,5,2,2,627001,4601207,2014,10,4,10,3.16,91,No,4.28,7.1,Festival,5,3.6
546,1,2,2,636001,8248709,2014,8,3,26,6.03,77,No,5.25,7.62,Monsoon,6,2.5
768,1,2,2,600001,12995853,2015,2,1,29,6.1,90,Yes,4.47,7.06,Winter,7,3.8
869,4,3,2,620001,5995035,2016,6,2,29,5.65,81,No,3.5,6.71,Monsoon,3,4.7
1135,4,2,1,620001,13697913,2019,9,3,25,6.81,71,No,3.91,6.49,Festival,7,3.9
1629,3,2,2,641001,14244796,2019,1,1,21,3.2,84,No,5.71,6.17,Winter,0,2.5
2193,4,1,2,641001,13932236,2017,6,2,23,7.68,90,No,4.06,7.07,Monsoon,5,1.2
2182,3,1,1,627001,9203690,2018,8,3,34,3.48,93,No,3.78,7.78,Monsoon,5,4.1
1156,1,2,2,636001,3484427,2020,10,4,22,6.37,87,Yes,5.21,7.03,Festival,2,2.6
619,2,1,2,627001,13806322,2013,2,1,27,3.67,86,Yes,4.6,7.48,Winter,8,0.8
1330,5,1,1,641001,6958905,2014,5,2,29,7.4,84,No,5.49,6.6,Summer,4,3.7
2310,1,2,1,641001,7083372,2014,6,2,8,5.55,89,No,5.65,6.9,Monsoon,0,1.8
1581,4,2,1,620001,4109229,2017,5,2,19,3.41,89,No,5.61,6.65,Summer,6,0.7
2474,5,2,2,641001,6893623,2018,3,1,14,6.08,78,Yes,4.28,6.22,Summer,9,4.6
1869,2,2,2,625001,9191081,2016,4,2,9,3.05,72,Yes,4.76,6.83,Summer,2,2.7
1240,2,3,1,600001,5089884,2014,7,3,18,6.88,89,Yes,5.13,7.53,Monsoon,9,1.8
616,3,3,1,641001,7204099,2012,4,2,23,6.25,88,Yes,4.3,6.79,Summer,9,3.7
2353,5,2,1,627001,11309740,2010,9,3,12,4.06,87,No,3.6,7.3,Festival,3,4.5
1650,3,1,2,636001,14769404,2020,11,4,30,4.87,89,No,4.74,7.52,Festival,5,0.5
2431,1,2,2,636001,12900154,2018,12,4,24,3.04,99,Yes,3.53,6.65,Winter,7,3.6
1512,5,2,1,636001,10273820,2014,10,4,25,6.47,77,Yes,5.88,7.6,Festival,3,4.0
2164,1,1,2,625001,7821699,2018,2,1,28,4.61,70,No,5.49,6.68,Winter,8,1.4
1581,3,3,1,627001,9605129,2019,5,2,17,5.86,93,No,3.98,6.51,Summer,7,2.7
1133,5,2,2,625001,9172056,2021,8,3,39,7.78,93,No,4.22,6.44,Monsoon,9,0.9
1012,3,2,2,641001,4496030,2022,5,2,13,4.5,84,No,5.96,6.4,Summer,9,3.9
1619,5,3,2,600001,14237698,2023,10,4,41,7.95,88,No,4.43,7.47,Festival,5,4.3
1641,3,3,2,636001,14701358,2013,12,4,16,6.16,99,Yes,5.46,7.78,Winter,6,1.0
1059,2,1,1,627001,3011009,2014,8,3,10,4.21,95,No,4.62,6.46,Monsoon,7,4.2
987,3,3,2,636001,7372472,2013,8,3,23,5.18,79,Yes,5.66,6.17,Monsoon,1,4.0
1396,2,3,2,625001,4723480,2011,9,3,12,6.7,81,Yes,5.26,6.63,Festival,4,2.1
1712,3,3,1,620001,11313264,2021,10,4,16,5.23,97,No,3.56,7.32,Festival,6,3.6
1203,5,1,2,641001,6699397,2010,6,2,2,3.34,75,Yes,4.24,6.74,Monsoon,7,0.5
1970,5,3,1,600001,4991367,2017,12,4,16,3.84,98,Yes,4.89,7.1,Winter,4,4.7
1080,5,3,1,641001,8569634,2013,4,2,16,6.96,82,No,5.82,7.49,Summer,2,3.0
2794,4,1,2,620001,11718936,2014,12,4,10,6.24,73,Yes,3.76,6.82,Winter,5,3.3
653,1,3,2,600001,7409013,2015,11,4,21,5.85,82,No,5.0,8.0,Festival,4,3.5
2179,5,3,1,620001,5708668,2023,3,1,37,3.84,86,No,4.26,6.6,Summer,7,3.0
1496,2,1,1,641001,8053679,2017,12,4,28,7.19,99,Yes,5.72,7.96,Winter,8,4.4
1743,5,2,1,625001,4000294,2020,5,2,20,7.8,70,No,5.41,6.41,Summer,8,3.2
1592,4,1,2,641001,14587062,2017,6,2,15,3.2,74,No,4.42,6.22,Monsoon,5,4.6
1508,2,3,1,641001,8658307,2016,3,1,7,3.39,97,Yes,3.92,7.5,Summer,3,3.1
2641,4,3,1,641001,12335592,2013,2,1,14,7.42,93,No,3.53,7.4,Winter,3,1.3
2273,2,3,1,627001,11174244,2015,7,3,7,7.08,86,Yes,5.05,7.62,Monsoon,8,4.6
1457,3,1,2,620001,5285362,2013,11,4,24,6.09,87,Yes,4.52,6.69,Festival,3,3.6
952,1,3,1,620001,5842894,2023,5,2,31,7.72,76,No,4.29,7.86,Summer,7,3.6
1727,1,3,2,636001,14838983,2016,9,3,22,6.23,85,Yes,5.96,6.24,Festival,8,4.9
2765,4,1,2,620001,11565873,2021,3,1,19,4.08,77,No,4.67,6.06,Summer,4,0.8
2979,1,2,1,636001,10860791,2022,8,3,25,6.64,81,Yes,5.37,6.6,Monsoon,5,2.4
2888,4,2,2,627001,14615193,2021,6,2,19,6.23,83,No,3.94,7.59,Monsoon,2,1.6
1050,4,3,1,625001,14916937,2022,4,2,39,7.93,88,No,3.53,7.35,Summer,4,3.3
2135,4,1,2,636001,6036773,2022,12,4,23,4.07,80,Yes,4.54,6.87,Winter,4,4.1
1812,1,3,2,641001,7384432,2020,12,4,24,5.99,81,Yes,5.16,6.51,Winter,1,4.8
2257,4,1,1,625001,4690792,2023,9,3,16,6.9,82,No,4.77,6.12,Festival,9,2.5
856,1,1,1,627001,4631570,2010,5,2,28,4.69,77,No,5.73,6.68,Summer,5,4.0
2570,4,2,1,620001,13364164,2014,10,4,14,4.9,70,Yes,4.58,6.92,Festival,8,4.6
2285,5,2,2,636001,14879286,2023,6,2,23,7.44,78,No,4.28,7.37,Monsoon,6,3.6
2281,4,1,2,641001,7773598,2019,9,3,38,5.02,97,No,5.79,7.29,Festival,7,1.6
2989,2,3,1,600001,4660102,2021,7,3,38,6.12,71,Yes,4.52,7.89,Monsoon,1,3.2
2131,4,2,1,600001,13733778,2019,12,4,39,7.45,83,Yes,4.17,6.2,Winter,8,4.9
1515,3,3,2,625001,4511710,2013,5,2,19,4.05,82,No,3.74,6.67,Summer,2,4.9
1848,4,2,2,620001,13155699,2020,2,1,16,7.91,85,Yes,5.48,6.96,Winter,9,3.4
1015,2,2,2,600001,10276281,2016,4,2,36,6.51,71,Yes,5.56,7.34,Summer,4,4.5
835,2,3,1,625001,12220838,2022,2,1,37,5.48,73,No,3.58,6.99,Winter,6,1.4
2282,1,2,2,627001,3816609,2018,3,1,32,5.15,81,Yes,4.4,7.83,Summer,3,1.6
2805,5,2,1,625001,7584470,2014,10,4,16,7.77,85,Yes,5.37,7.22,Festival,6,4.8
996,4,3,2,625001,9807087,2013,12,4,22,4.03,79,No,5.87,6.08,Winter,7,1.1
1395,1,2,2,625001,7062316,2018,3,1,38,4.56,72,Yes,4.44,6.23,Summer,9,1.4
2707,5,2,1,641001,8587239,2014,4,2,28,4.54,73,No,5.68,7.51,Summer,9,2.4
1351,4,2,1,625001,14577349,2018,6,2,20,4.45,75,Yes,4.48,7.43,Monsoon,3,3.2
2187,3,3,1,636001,4655464,2017,12,4,25,5.34,92,Yes,3.95,6.31,Winter,4,3.2
2431,4,1,2,625001,12795427,2013,3,1,8,7.95,74,No,3.51,6.12,Summer,2,1.8
2927,2,3,2,641001,11377114,2020,10,4,29,7.44,87,Yes,4.33,7.16,Festival,4,4.6
2068,2,1,2,641001,11356164,2020,1,1,29,4.64,72,Yes,4.45,7.27,Winter,7,4.6
1456,3,2,1,627001,3878835,2016,1,1,15,5.11,79,Yes,5.86,6.27,Winter,2,2.3
2136,1,1,2,620001,12012186,2014,9,3,22,6.35,80,Yes,4.02,6.95,Festival,4,2.5
1791,5,3,1,600001,10556142,2019,9,3,12,3.09,88,Yes,4.46,6.61,Festival,9,3.7
1940,4,3,1,600001,6277560,2013,5,2,20,7.1,83,Yes,3.56,7.86,Summer,0,3.5
1691,2,2,1,625001,6169870,2014,9,3,13,7.4,90,No,5.41,6.44,Festival,1,2.2
1566,1,1,2,627001,13858093,2014,11,4,5,7.29,97,Yes,5.79,7.47,Festival,2,2.4
784,3,2,2,625001,8088268,2020,7,3,29,4.88,80,Yes,4.09,7.04,Monsoon,0,2.1
2944,2,2,1,600001,14420554,2018,9,3,19,5.31,97,No,4.57,6.02,Festival,8,1.6
511,3,3,2,641001,10279995,2021,12,4,30,3.06,90,No,3.81,7.03,Winter,8,2.6
2130,4,1,1,620001,9422892,2018,7,3,12,5.0,73,No,4.64,6.2,Monsoon,4,3.6
1253,5,1,1,627001,5379093,2015,9,3,30,5.3,93,Yes,3.83,7.32,Festival,3,3.8
2582,2,1,2,641001,8480283,2023,2,1,17,7.53,91,No,4.81,7.13,Winter,4,4.0
589,2,1,1,620001,5760451,2013,11,4,24,7.47,75,No,5.34,6.02,Festival,3,2.2
1275,4,2,1,627001,12085997,2011,11,4,12,7.83,86,Yes,4.88,6.41,Festival,4,3.9
2125,1,2,2,627001,9369553,2023,8,3,15,7.43,91,No,4.11,7.55,Monsoon,6,0.5
917,5,3,1,600001,9432975,2012,7,3,9,3.04,88,Yes,4.38,6.55,Monsoon,7,2.6
614,2,2,1,641001,7241244,2011,6,2,23,6.21,82,Yes,5.1,7.0,Monsoon,1,4.1
1116,5,2,1,627001,6904840,2014,5,2,33,3.34,91,Yes,4.97,6.62,Summer,3,3.3
1325,2,3,1,636001,6820730,2015,4,2,29,4.36,79,Yes,3.84,7.84,Summer,7,2.6
2149,5,3,1,627001,14237918,2020,7,3,32,5.89,98,Yes,5.61,7.07,Monsoon,6,3.4
2016,3,3,1,620001,5848411,2014,3,1,10,6.5,80,No,4.69,7.39,Summer,8,4.6
912,2,2,1,600001,6344443,2011,8,3,20,6.27,98,Yes,3.91,6.17,Monsoon,4,3.0
1228,5,2,2,625001,12445112,2021,2,1,37,3.25,75,No,3.81,6.08,Winter,5,4.1
1175,1,3,2,600001,5444149,2014,1,1,34,3.52,71,Yes,5.91,6.52,Winter,7,4.9
2392,3,3,1,625001,9930358,2018,11,4,17,3.64,70,No,4.2,6.62,Festival,4,3.7
2739,3,3,1,641001,5214669,2013,2,1,19,3.46,80,Yes,5.77,7.38,Winter,8,3.1
1622,1,2,2,641001,10496121,2021,9,3,34,3.89,85,Yes,4.53,7.14,Festival,3,0.7
2071,5,2,2,627001,4954702,2019,5,2,39,6.44,72,Yes,4.46,6.75,Summer,7,2.2
1477,4,1,2,636001,12488077,2011,11,4,14,7.15,74,No,5.25,7.31,Festival,2,3.0
1508,1,2,2,641001,14048646,2012,8,3,20,5.04,84,No,3.52,6.33,Monsoon,4,4.1
2643,5,2,2,627001,12575779,2012,3,1,4,6.46,84,No,4.35,6.13,Summer,7,2.5
2187,1,2,1,600001,5933361,2018,7,3,38,4.0,73,Yes,4.26,7.71,Monsoon,9,4.8
536,1,3,2,641001,3421655,2013,2,1,29,7.87,92,Yes,5.67,7.13,Winter,6,1.7
2048,2,2,2,600001,8323940,2010,8,3,13,4.75,73,No,4.82,7.3,Monsoon,0,3.9
2826,5,3,2,600001,3799717,2010,7,3,15,7.23,77,Yes,4.41,6.61,Monsoon,3,2.4
2764,4,1,1,636001,8647069,2016,12,4,11,7.73,76,No,4.17,6.74,Winter,1,2.7
1372,2,1,1,641001,5482266,2016,5,2,27,7.32,95,Yes,4.98,6.16,Summer,1,4.1
2321,1,3,1,600001,3921806,2011,12,4,2,3.34,94,No,3.88,7.71,Winter,6,1.8
1796,1,3,1,636001,14795737,2018,11,4,35,6.25,86,No,4.12,7.18,Festival,2,0.9
2609,1,3,1,636001,7965440,2018,4,2,38,3.6,84,Yes,4.23,6.17,Summer,2,2.8
1095,5,2,1,641001,12179651,2014,1,1,12,3.03,74,No,5.02,7.61,Winter,5,2.9
2403,5,1,2,636001,10873692,2012,5,2,25,3.26,82,Yes,4.43,6.89,Summer,5,4.1
1228,2,3,1,641001,14689720,2012,12,4,28,7.58,73,Yes,4.76,7.53,Winter,0,4.9
1865,4,2,1,641001,4193728,2021,9,3,40,7.54,91,Yes,5.13,6.03,Festival,0,0.7
896,2,1,2,625001,8061354,2012,10,4,9,4.13,86,No,5.89,6.06,Festival,5,3.2
1198,3,2,1,600001,9911957,2015,4,2,19,5.74,91,No,5.41,6.34,Summer,6,3.6
2724,1,1,2,620001,4504329,2013,9,3,27,7.78,86,No,4.51,6.42,Festival,8,4.9
2135,1,2,2,641001,4777850,2017,12,4,21,5.48,83,Yes,5.37,7.53,Winter,3,4.7
895,1,1,1,600001,9686269,2022,2,1,15,4.97,83,Yes,5.87,7.41,Winter,9,3.7
2992,2,1,2,636001,3535888,2020,4,2,35,5.42,86,No,4.75,7.23,Summer,5,2.8
575,2,2,2,627001,10157303,2022,9,3,14,6.95,77,Yes,4.53,7.77,Festival,2,1.2
764,1,3,2,641001,6918446,2020,4,2,19,5.39,71,Yes,3.7,6.49,Summer,3,2.2
2319,2,1,2,636001,13957529,2020,5,2,26,6.92,95,No,5.73,7.81,Summer,8,3.1
1217,5,3,1,636001,9971631,2014,11,4,30,5.16,82,No,4.12,7.82,Festival,0,3.8
1350,5,2,2,636001,5202888,2010,8,3,16,4.26,99,Yes,3.66,6.87,Monsoon,4,3.4
1890,2,3,1,636001,13248330,2018,1,1,21,4.63,91,Yes,4.84,6.19,Winter,6,3.7
643,1,3,2,636001,9703562,2010,1,1,13,3.39,85,No,5.61,7.45,Winter,2,2.4
1384,2,3,2,641001,5552192,2015,9,3,11,5.49,99,No,4.52,6.67,Festival,1,3.8
895,2,3,2,620001,11524405,2010,9,3,10,3.74,85,Yes,5.46,7.59,Festival,1,1.1
1992,2,3,1,625001,13922181,2012,4,2,12,7.06,75,Yes,5.59,6.33,Summer,0,1.2
1667,3,1,1,636001,4724620,2019,2,1,17,5.1,91,Yes,4.64,7.08,Winter,4,1.2
1562,5,1,1,636001,13970837,2014,9,3,29,6.83,93,No,4.98,7.02,Festival,2,4.5
2656,4,1,2,625001,8169719,2019,4,2,38,7.77,73,Yes,4.83,6.2,Summer,6,0.8
1565,4,2,2,641001,14501342,2016,6,2,10,7.25,72,Yes,5.85,6.73,Monsoon,0,4.1
1709,3,3,2,600001,7830165,2023,12,4,27,7.76,75,Yes,5.31,6.17,Winter,8,1.6
2945,2,1,2,627001,9566692,2019,1,1,19,5.84,73,Yes,5.81,6.93,Winter,1,2.6
1133,3,2,1,627001,3358062,2017,12,4,34,3.83,87,Yes,4.05,7.69,Winter,7,4.6
1656,3,1,2,600001,10248730,2021,9,3,30,7.68,75,Yes,4.28,6.54,Festival,9,3.1
1738,1,1,1,641001,14343859,2018,5,2,20,7.34,95,No,3.68,7.53,Summer,3,1.4
1232,5,3,2,627001,5077645,2015,3,1,34,7.32,74,No,4.75,6.37,Summer,5,1.8
734,4,2,1,625001,4401471,2020,4,2,15,6.47,96,No,5.68,7.35,Summer,8,4.6
1250,2,3,1,600001,7779897,2018,1,1,37,6.12,78,Yes,4.32,7.83,Winter,6,2.4
1453,4,3,2,620001,4716548,2017,9,3,24,3.07,80,No,3.82,6.65,Festival,7,3.1
2042,4,1,2,641001,7952505,2018,8,3,24,6.74,75,Yes,3.67,7.8,Monsoon,6,2.6
1697,5,3,1,600001,12406751,2019,4,2,20,3.46,99,Yes,4.62,7.01,Summer,1,2.2
2176,4,2,2,627001,7100321,2013,2,1,32,4.3,85,Yes,3.91,6.63,Winter,8,1.5
1691,4,3,2,641001,13275753,2018,9,3,35,5.76,88,Yes,4.37,7.79,Festival,0,3.6
2717,3,3,1,625001,5097711,2016,4,2,18,5.26,80,Yes,5.55,6.06,Summer,1,3.7
1916,5,3,1,641001,9095561,2014,9,3,26,3.08,90,No,4.46,6.06,Festival,2,1.7
1717,1,1,1,641001,3037361,2014,10,4,28,7.12,84,No,5.02,7.2,Festival,2,4.1
2040,2,2,1,625001,5898845,2010,3,1,1,7.39,95,No,4.76,7.59,Summer,9,4.3
2576,4,1,2,636001,11146836,2011,7,3,19,6.41,93,Yes,5.3,7.5,Monsoon,3,4.6
1945,2,1,1,625001,6463227,2019,7,3,13,5.71,78,No,3.89,6.16,Monsoon,4,1.2
2886,1,1,1,641001,11093068,2012,10,4,21,7.8,93,Yes,5.8,7.9,Festival,5,1.9
2019,2,1,1,625001,5457856,2023,4,2,41,3.6,88,No,5.11,7.41,Summer,0,4.4
1888,1,1,2,636001,4761856,2023,2,1,31,6.69,94,No,4.18,7.9,Winter,7,1.4
2356,3,2,1,600001,5341102,2017,11,4,23,3.64,88,No,3.81,6.66,Festival,5,0.5
1865,4,3,2,625001,14960096,2015,9,3,22,4.91,93,No,3.87,7.39,Festival,9,4.4
999,1,1,1,625001,3000037,2021,4,2,18,5.93,95,No,5.46,7.72,Summer,8,2.0
2180,2,1,1,641001,12010139,2019,8,3,31,6.69,78,No,4.97,6.76,Monsoon,4,2.4
1010,4,2,2,600001,9251936,2020,2,1,28,3.02,92,Yes,4.45,7.93,Winter,6,2.5
716,3,2,1,620001,3653668,2022,8,3,20,4.3,73,Yes,4.33,6.53,Monsoon,3,4.3
1824,4,3,1,620001,6404158,2023,11,4,22,5.69,79,Yes,5.64,6.63,Festival,5,2.0
1655,1,2,2,627001,5656040,2014,10,4,31,5.66,78,Yes,5.69,7.84,Festival,5,4.5
2327,3,3,1,625001,3703645,2022,5,2,22,6.19,88,Yes,4.95,7.94,Summer,3,3.3
